193.245	0.96
258.40000000000003	0.96
87.975	0.96
17.767	0.96
330.75	0.96
87.975	0.96
217.0	0.96
217.0	0.96
217.0	0.96
0.03	0.8
0.03	0.8
0.03	0.8
0.03	0.8
0.03	0.8
0.00871	0.8
5.564	0.8
0.00871	0.8
149.11086	0.8
0.74074	0.8
0.74074	0.8
672.0	0.48
26.107999999999997	0.96
1362.0	0.96
425.1275	0.96
222.2226	0.96
1326.114	0.48
1045.0	0.96
2.155	0.96
423.462	0.96
124.359	0.96
368.0	0.96
0.33638	0.96
0.42725	0.96
105.1536	0.96
23.483999999999998	0.96
105.1536	0.96
22.180979999999998	0.96
135.66	0.48
1028.7	0.32
1940.0	0.32
2.53846	0.32
0.13675	0.32
51.284	0.32
124.0	0.96
362.0	0.96
241.1025	0.96
2.9925	0.96
37.39086	0.96
0.81838	0.96
74133.48999999999	0.96
365.77500000000003	0.96
132.0	0.96
0.3373	0.96
240.0	0.32
974.2375	0.48
106.5	0.96
104.193	0.96
9.184000000000001	0.96
3.44304	0.96
3.44304	0.96
3.44304	0.96
207.6	0.48
246.60000000000002	0.48
246.60000000000002	0.48
207.6	0.48
207.6	0.48
86.82	0.48
61.88604	0.96
61.88604	0.96
78.15726000000001	0.96
6.860519999999999	0.96
173.077	0.96
173.077	0.96
173.077	0.96
173.077	0.96
475.0	0.32
438.28999999999996	0.32
4.15	0.48
0.783	0.48
0.783	0.48
0.783	0.48
159.0	0.48
157.56	0.48
46.354	0.48
5.732	0.48
18.5061	0.48
22.081200000000003	0.48
12.312	0.48
94.69949999999999	0.48
94.69949999999999	0.48
25.560499999999998	0.48
245.5	0.48
46.379999999999995	0.48
260.0	0.48
260.0	0.48
27.05	0.48
0.294	0.48
90.0	0.48
1.18666	0.48
298.1175	0.96
298.1175	0.96
14.82	0.96
14.82	0.96
86.12100000000001	0.96
36.138	0.96
168.293	0.96
157.724	0.96
310.5	0.96
417.5	0.96
534.0	0.96
0.12336	0.96
0.22991	0.96
89.8	0.96
89.8	0.96
